protein_a,protein_b,similarity_bf,similarity_cc,similarity_mf,similarity_avg
YLR254C,YLR284C,0.202,0.442,0.242,0.29533333333333334
YLR254C,YLR286C,0.431,0.445,0.285,0.387
YLR254C,YLR286C,0.431,0.445,0.285,0.387
YLR254C,YLR288C,0.435,0.631,0.382,0.48266666666666663
YLR254C,YLR288C,0.435,0.631,0.382,0.48266666666666663
YLR254C,YLR289W,0.19,0.646,0.263,0.3663333333333334
YLR254C,YLR289W,0.19,0.646,0.263,0.3663333333333334
YLR254C,YLR291C,0.296,0.624,0.46,0.45999999999999996
YLR254C,YLR291C,0.296,0.624,0.46,0.45999999999999996
YLR254C,YLR292C,0.293,0.487,0.354,0.37799999999999995
YLR254C,YLR292C,0.293,0.487,0.354,0.37799999999999995
YLR254C,YLR293C,0.474,0.548,0.435,0.4856666666666667
YLR254C,YLR293C,0.474,0.548,0.435,0.4856666666666667
YLR254C,YLR294C,0.332,0.364,0.087,0.26099999999999995
YLR254C,YLR294C,0.332,0.364,0.087,0.26099999999999995
YLR254C,YLR233C,0.317,0.649,0.376,0.44733333333333336
YLR254C,YLR233C,0.317,0.649,0.376,0.44733333333333336
YLR254C,YLR234W,0.453,0.667,0.445,0.5216666666666667
YLR254C,YLR234W,0.453,0.667,0.445,0.5216666666666667
YLR254C,YLR262C,0.392,0.533,0.536,0.48700000000000004
YLR254C,YLR262C,0.392,0.533,0.536,0.48700000000000004
YLR254C,YLR264W,0.215,0.505,0.374,0.36466666666666664
YLR254C,YLR264W,0.215,0.505,0.374,0.36466666666666664
YLR254C,YLR265C,0.379,0.564,0.459,0.4673333333333333
YLR254C,YLR265C,0.379,0.564,0.459,0.4673333333333333
YLR254C,YLR268W,0.44,0.602,0.588,0.5433333333333333
YLR254C,YLR268W,0.44,0.602,0.588,0.5433333333333333
YLR254C,YLR270W,0.245,0.472,0.349,0.3553333333333333
YLR254C,YLR270W,0.245,0.472,0.349,0.3553333333333333
YLR254C,YLR272C,0.62,0.643,0.481,0.5813333333333333
YLR254C,YLR272C,0.62,0.643,0.481,0.5813333333333333
YLR254C,YLR273C,0.427,0.407,0.135,0.323
YLR254C,YLR273C,0.427,0.407,0.135,0.323
YLR254C,YLR210W,0.545,0.717,0.473,0.5783333333333333
YLR254C,YLR210W,0.545,0.717,0.473,0.5783333333333333
YLR254C,YLR212C,0.735,0.792,0.688,0.7383333333333333
YLR254C,YLR212C,0.735,0.792,0.688,0.7383333333333333
YLR254C,YLR213C,0.282,0.264,0.264,0.27
YLR254C,YLR213C,0.282,0.264,0.264,0.27
YLR254C,YLR238W,0.455,0.446,0.192,0.36433333333333334
YLR254C,YLR238W,0.455,0.446,0.192,0.36433333333333334
YLR254C,YLR239C,0.238,0.474,0.203,0.305
YLR254C,YLR239C,0.238,0.474,0.203,0.305
YLR254C,YLR240W,0.428,0.579,0.34,0.449
YLR254C,YLR240W,0.428,0.579,0.34,0.449
YLR254C,YLR242C,0.23,0.382,0.229,0.2803333333333333
YLR254C,YLR242C,0.23,0.382,0.229,0.2803333333333333
YLR254C,YLR243W,0.322,0.521,0.375,0.40599999999999997
YLR254C,YLR243W,0.322,0.521,0.375,0.40599999999999997
YLR254C,YLR244C,0.177,0.514,0.375,0.35533333333333333
YLR254C,YLR244C,0.177,0.514,0.375,0.35533333333333333
YLR254C,YLR246W,0.228,0.543,0.297,0.35600000000000004
YLR254C,YLR246W,0.228,0.543,0.297,0.35600000000000004
YLR254C,YLR247C,0.282,0.472,0.298,0.3506666666666667
YLR254C,YLR247C,0.282,0.472,0.298,0.3506666666666667
YLR254C,YLR248W,0.315,0.469,0.434,0.40599999999999997
YLR254C,YLR248W,0.315,0.469,0.434,0.40599999999999997
YLR254C,YLR249W,0.216,0.705,0.451,0.4573333333333333
YLR254C,YLR249W,0.216,0.705,0.451,0.4573333333333333
YLR254C,YLR250W,0.245,0.607,0.59,0.48066666666666663
YLR254C,YLR250W,0.245,0.607,0.59,0.48066666666666663
YLR254C,YLR251W,0.219,0.453,0.158,0.27666666666666667
YLR254C,YLR251W,0.219,0.453,0.158,0.27666666666666667
YLR254C,YLR189C,0.456,0.566,0.155,0.39233333333333337
YLR254C,YLR189C,0.456,0.566,0.155,0.39233333333333337
YLR254C,YLR190W,0.479,0.58,0.508,0.5223333333333333
YLR254C,YLR190W,0.479,0.58,0.508,0.5223333333333333
YLR254C,YLR214W,0.266,0.475,0.206,0.31566666666666665
YLR254C,YLR214W,0.266,0.475,0.206,0.31566666666666665
YLR254C,YLR215C,0.553,0.45,0.475,0.49266666666666675
YLR254C,YLR215C,0.553,0.45,0.475,0.49266666666666675
YLR254C,YLR218C,0.39,0.514,0.321,0.4083333333333334
YLR254C,YLR218C,0.39,0.514,0.321,0.4083333333333334
YLR254C,YLR221C,0.208,0.487,0.294,0.3296666666666666
YLR254C,YLR221C,0.208,0.487,0.294,0.3296666666666666
YLR254C,YLR223C,0.288,0.633,0.318,0.41300000000000003
YLR254C,YLR223C,0.288,0.633,0.318,0.41300000000000003
YLR254C,YLR224W,0.288,0.392,0.52,0.39999999999999997
YLR254C,YLR224W,0.288,0.392,0.52,0.39999999999999997
YLR254C,YLR226W,0.352,0.612,0.2,0.38799999999999996
YLR254C,YLR226W,0.352,0.612,0.2,0.38799999999999996
YLR254C,YLR227C,0.692,0.676,0.203,0.5236666666666666
YLR254C,YLR227C,0.692,0.676,0.203,0.5236666666666666
YLR254C,YLR229C,0.503,0.781,0.488,0.5906666666666667
YLR254C,YLR229C,0.503,0.781,0.488,0.5906666666666667
YLR254C,YLR230W,0.193,0.476,0.318,0.329
YLR254C,YLR230W,0.193,0.476,0.318,0.329
YLR254C,YLR167W,0.213,0.506,0.374,0.36433333333333334
YLR254C,YLR167W,0.213,0.506,0.374,0.36433333333333334
YLR254C,YLR168C,0.318,0.505,0.124,0.31566666666666665
YLR254C,YLR168C,0.318,0.505,0.124,0.31566666666666665
YLR254C,YLR191W,0.355,0.417,0.516,0.42933333333333334
YLR254C,YLR191W,0.355,0.417,0.516,0.42933333333333334
YLR254C,YLR192C,0.272,0.693,0.401,0.45533333333333337
YLR254C,YLR192C,0.272,0.693,0.401,0.45533333333333337
YLR254C,YLR193C,0.396,0.501,0.127,0.3413333333333333
YLR254C,YLR193C,0.396,0.501,0.127,0.3413333333333333
YLR254C,YLR196W,0.139,0.504,0.215,0.286
YLR254C,YLR196W,0.139,0.504,0.215,0.286
YLR254C,YLR197W,0.097,0.504,0.215,0.27199999999999996
YLR254C,YLR197W,0.097,0.504,0.215,0.27199999999999996
YLR254C,YLR198C,0.113,0.479,0.298,0.29666666666666663
YLR254C,YLR198C,0.113,0.479,0.298,0.29666666666666663
YLR254C,YLR199C,0.163,0.544,0.202,0.303
YLR254C,YLR199C,0.163,0.544,0.202,0.303
YLR254C,YLR200W,0.264,0.295,0.661,0.4066666666666667
YLR254C,YLR200W,0.264,0.295,0.661,0.4066666666666667
YLR254C,YLR203C,0.295,0.375,0.182,0.284
YLR254C,YLR203C,0.295,0.375,0.182,0.284
YLR254C,YLR206W,0.473,0.679,0.528,0.56
YLR254C,YLR206W,0.473,0.679,0.528,0.56
YLR254C,YLR207W,0.337,0.486,0.544,0.45566666666666666
YLR254C,YLR207W,0.337,0.486,0.544,0.45566666666666666
YLR254C,YLR208W,0.439,0.573,0.242,0.418
YLR254C,YLR208W,0.439,0.573,0.242,0.418
YLR254C,YLR170C,0.381,0.503,0.557,0.48033333333333333
YLR254C,YLR170C,0.381,0.503,0.557,0.48033333333333333
YLR254C,YLR174W,0.279,0.569,0.345,0.39766666666666667
YLR254C,YLR174W,0.279,0.569,0.345,0.39766666666666667
YLR254C,YLR175W,0.125,0.526,0.222,0.291
YLR254C,YLR175W,0.125,0.526,0.222,0.291
YLR254C,YLR176C,0.335,0.439,0.369,0.381
YLR254C,YLR176C,0.335,0.439,0.369,0.381
YLR254C,YLR178C,0.189,0.44,0.136,0.255
YLR254C,YLR178C,0.189,0.44,0.136,0.255
YLR254C,YLR179C,0.196,0.479,0.262,0.31233333333333335
YLR254C,YLR179C,0.196,0.479,0.262,0.31233333333333335
YLR254C,YLR180W,0.263,0.888,0.375,0.5086666666666667
YLR254C,YLR180W,0.263,0.888,0.375,0.5086666666666667
YLR254C,YLR181C,0.354,0.424,0.125,0.301
YLR254C,YLR181C,0.354,0.424,0.125,0.301
YLR254C,YLR182W,0.402,0.53,0.339,0.4236666666666667
YLR254C,YLR182W,0.402,0.53,0.339,0.4236666666666667
YLR254C,YLR183C,0.334,0.524,0.363,0.40700000000000003
YLR254C,YLR183C,0.334,0.524,0.363,0.40700000000000003
YLR254C,YLR185W,0.15,0.505,0.381,0.3453333333333333
YLR254C,YLR185W,0.15,0.505,0.381,0.3453333333333333
YLR254C,YLR186W,0.115,0.507,0.206,0.27599999999999997
YLR254C,YLR186W,0.115,0.507,0.206,0.27599999999999997
YLR254C,YLR188W,0.342,0.587,0.426,0.45166666666666666
YLR254C,YLR188W,0.342,0.587,0.426,0.45166666666666666
YLR254C,YLR141W,0.126,0.484,0.306,0.3053333333333333
YLR254C,YLR141W,0.126,0.484,0.306,0.3053333333333333
YLR254C,YLR144C,0.395,0.4,0.13,0.30833333333333335
YLR254C,YLR144C,0.395,0.4,0.13,0.30833333333333335
YLR254C,YLR145W,0.101,0.521,0.375,0.3323333333333333
YLR254C,YLR145W,0.101,0.521,0.375,0.3323333333333333
YLR254C,YLR147C,0.175,0.562,0.207,0.3146666666666667
YLR254C,YLR147C,0.175,0.562,0.207,0.3146666666666667
YLR254C,YLR148W,0.483,0.62,0.562,0.555
YLR254C,YLR148W,0.483,0.62,0.562,0.555
YLR254C,YLR150W,0.241,0.624,0.253,0.37266666666666665
YLR254C,YLR150W,0.241,0.624,0.253,0.37266666666666665
YLR254C,YLR151C,0.191,0.488,0.4,0.35966666666666675
YLR254C,YLR151C,0.191,0.488,0.4,0.35966666666666675
YLR254C,YLR163C,0.349,0.439,0.308,0.36533333333333334
YLR254C,YLR163C,0.349,0.439,0.308,0.36533333333333334
YLR254C,YLR164W,0.249,0.527,0.359,0.37833333333333335
YLR254C,YLR164W,0.249,0.527,0.359,0.37833333333333335
YLR254C,YLR119W,0.368,0.502,0.528,0.466
YLR254C,YLR119W,0.368,0.502,0.528,0.466
YLR254C,YLR120C,0.317,0.388,0.185,0.2966666666666667
YLR254C,YLR120C,0.317,0.388,0.185,0.2966666666666667
YLR254C,YLR128W,0.272,0.418,0.486,0.39199999999999996
YLR254C,YLR128W,0.272,0.418,0.486,0.39199999999999996
YLR254C,YLR129W,0.121,0.509,0.328,0.3193333333333333
YLR254C,YLR129W,0.121,0.509,0.328,0.3193333333333333
YLR254C,YLR130C,0.252,0.52,0.169,0.3136666666666667
YLR254C,YLR130C,0.252,0.52,0.169,0.3136666666666667
YLR254C,YLR131C,0.444,0.456,0.409,0.4363333333333333
YLR254C,YLR131C,0.444,0.456,0.409,0.4363333333333333
YLR254C,YLR132C,0.14,0.593,0.191,0.308
YLR254C,YLR132C,0.14,0.593,0.191,0.308
YLR254C,YLR135W,0.447,0.659,0.285,0.46366666666666667
YLR254C,YLR135W,0.447,0.659,0.285,0.46366666666666667
YLR254C,YLR166C,0.422,0.632,0.561,0.5383333333333334
YLR254C,YLR166C,0.422,0.632,0.561,0.5383333333333334
YLR254C,YLR253W,0.295,0.459,0.308,0.35400000000000004
YLR254C,YLR253W,0.295,0.459,0.308,0.35400000000000004
YLR254C,YLR254C,1,1,1,1
YLR254C,YLR254C,1,1,1,1
YLR254C,YLR258W,0.22,0.703,0.223,0.38199999999999995
YLR254C,YLR258W,0.22,0.703,0.223,0.38199999999999995
YLR254C,YLR259C,0.412,0.637,0.587,0.5453333333333333
YLR254C,YLR259C,0.412,0.637,0.587,0.5453333333333333
YLR254C,YLR260W,0.262,0.582,0.226,0.3566666666666667
YLR254C,YLR260W,0.262,0.582,0.226,0.3566666666666667
YLR254C,YLR284C,0.202,0.442,0.242,0.29533333333333334
YLR254C,YLR284C,0.202,0.442,0.242,0.29533333333333334
YLR254C,YLR286C,0.431,0.445,0.285,0.387
YLR254C,YLR286C,0.431,0.445,0.285,0.387
YLR254C,YLR288C,0.435,0.631,0.382,0.48266666666666663
YLR254C,YLR288C,0.435,0.631,0.382,0.48266666666666663
YLR254C,YLR289W,0.19,0.646,0.263,0.3663333333333334
YLR254C,YLR289W,0.19,0.646,0.263,0.3663333333333334
YLR254C,YLR291C,0.296,0.624,0.46,0.45999999999999996
YLR254C,YLR291C,0.296,0.624,0.46,0.45999999999999996
YLR254C,YLR292C,0.293,0.487,0.354,0.37799999999999995
YLR254C,YLR292C,0.293,0.487,0.354,0.37799999999999995
YLR254C,YLR293C,0.474,0.548,0.435,0.4856666666666667
YLR254C,YLR293C,0.474,0.548,0.435,0.4856666666666667
YLR254C,YLR294C,0.332,0.364,0.087,0.26099999999999995
YLR254C,YLR294C,0.332,0.364,0.087,0.26099999999999995
YLR258W,YLR258W,1,1,1,1
YLR258W,YLR258W,1,1,1,1
YLR258W,YLR259C,0.25,0.703,0.274,0.409
YLR258W,YLR259C,0.25,0.703,0.274,0.409
YLR258W,YLR260W,0.502,0.703,0.695,0.6333333333333333
YLR258W,YLR260W,0.502,0.703,0.695,0.6333333333333333
YLR258W,YLR284C,0.431,0.468,0.624,0.5076666666666667
YLR258W,YLR284C,0.431,0.468,0.624,0.5076666666666667
YLR258W,YLR286C,0.392,0.412,0.542,0.4486666666666667
YLR258W,YLR286C,0.392,0.412,0.542,0.4486666666666667
YLR258W,YLR288C,0.386,0.409,0.272,0.35566666666666663
YLR258W,YLR288C,0.386,0.409,0.272,0.35566666666666663
YLR258W,YLR289W,0.428,0.703,0.211,0.44733333333333336
YLR258W,YLR289W,0.428,0.703,0.211,0.44733333333333336
YLR258W,YLR291C,0.37,0.735,0.292,0.4656666666666667
YLR258W,YLR291C,0.37,0.735,0.292,0.4656666666666667
YLR258W,YLR292C,0.228,0.445,0.185,0.28600000000000003
YLR258W,YLR292C,0.228,0.445,0.185,0.28600000000000003
YLR258W,YLR293C,0.185,0.334,0.268,0.26233333333333336
YLR258W,YLR293C,0.185,0.334,0.268,0.26233333333333336
YLR258W,YLR294C,0.354,0.377,0.177,0.30266666666666664
YLR258W,YLR294C,0.354,0.377,0.177,0.30266666666666664
YLR258W,YLR233C,0.427,0.409,0.4,0.412
YLR258W,YLR233C,0.427,0.409,0.4,0.412
YLR258W,YLR234W,0.4,0.436,0.366,0.40066666666666667
YLR258W,YLR234W,0.4,0.436,0.366,0.40066666666666667
YLR258W,YLR262C,0.176,0.618,0.261,0.35166666666666674
YLR258W,YLR262C,0.176,0.618,0.261,0.35166666666666674
YLR258W,YLR264W,0.3,0.469,0.256,0.3416666666666666
YLR258W,YLR264W,0.3,0.469,0.256,0.3416666666666666
YLR258W,YLR265C,0.409,0.436,0.423,0.4226666666666667
YLR258W,YLR265C,0.409,0.436,0.423,0.4226666666666667
YLR258W,YLR268W,0.21,0.703,0.278,0.39699999999999996
YLR258W,YLR268W,0.21,0.703,0.278,0.39699999999999996
YLR258W,YLR270W,0.435,0.618,0.521,0.5246666666666666
YLR258W,YLR270W,0.435,0.618,0.521,0.5246666666666666
YLR258W,YLR272C,0.291,0.329,0.276,0.2986666666666667
YLR258W,YLR272C,0.291,0.329,0.276,0.2986666666666667
YLR258W,YLR273C,0.464,0.706,0.25,0.47333333333333333
YLR258W,YLR273C,0.464,0.706,0.25,0.47333333333333333
YLR258W,YLR210W,0.307,0.682,0.411,0.46666666666666673
YLR258W,YLR210W,0.307,0.682,0.411,0.46666666666666673
YLR258W,YLR212C,0.261,0.453,0.218,0.31066666666666665
YLR258W,YLR212C,0.261,0.453,0.218,0.31066666666666665
YLR258W,YLR213C,0.435,0.224,0.731,0.4633333333333334
YLR258W,YLR213C,0.435,0.224,0.731,0.4633333333333334
YLR258W,YLR238W,0.321,0.588,0.381,0.43
YLR258W,YLR238W,0.321,0.588,0.381,0.43
YLR258W,YLR239C,0.507,0.654,0.643,0.6013333333333334
YLR258W,YLR239C,0.507,0.654,0.643,0.6013333333333334
YLR258W,YLR240W,0.34,0.703,0.537,0.5266666666666667
YLR258W,YLR240W,0.34,0.703,0.537,0.5266666666666667
YLR258W,YLR242C,0.509,0.367,0.829,0.5683333333333334
YLR258W,YLR242C,0.509,0.367,0.829,0.5683333333333334
YLR258W,YLR243W,0.396,0.5,0.36,0.4186666666666667
YLR258W,YLR243W,0.396,0.5,0.36,0.4186666666666667
YLR258W,YLR244C,0.422,0.404,0.528,0.45133333333333336
YLR258W,YLR244C,0.422,0.404,0.528,0.45133333333333336
YLR258W,YLR246W,0.268,0.735,0.345,0.44933333333333336
YLR258W,YLR246W,0.268,0.735,0.345,0.44933333333333336
YLR258W,YLR247C,0.468,0.749,0.433,0.55
YLR258W,YLR247C,0.468,0.749,0.433,0.55
YLR258W,YLR248W,0.328,0.623,0.323,0.4246666666666667
YLR258W,YLR248W,0.328,0.623,0.323,0.4246666666666667
YLR258W,YLR249W,0.369,0.735,0.242,0.4486666666666667
YLR258W,YLR249W,0.369,0.735,0.242,0.4486666666666667
YLR258W,YLR250W,0.1,0.703,0.34,0.381
YLR258W,YLR250W,0.1,0.703,0.34,0.381
YLR258W,YLR251W,0.254,0.468,0.462,0.39466666666666667
YLR258W,YLR251W,0.254,0.468,0.462,0.39466666666666667
YLR258W,YLR189C,0.47,0.706,0.145,0.4403333333333333
YLR258W,YLR189C,0.47,0.706,0.145,0.4403333333333333
YLR258W,YLR190W,0.425,0.623,0.268,0.4386666666666667
YLR258W,YLR190W,0.425,0.623,0.268,0.4386666666666667
YLR258W,YLR214W,0.228,0.476,0.279,0.32766666666666666
YLR258W,YLR214W,0.228,0.476,0.279,0.32766666666666666
YLR258W,YLR215C,0.26,0.735,0.38,0.4583333333333333
YLR258W,YLR215C,0.26,0.735,0.38,0.4583333333333333
YLR258W,YLR218C,0.404,0.565,0.456,0.47500000000000003
YLR258W,YLR218C,0.404,0.565,0.456,0.47500000000000003
YLR258W,YLR221C,0.386,0.404,0.154,0.3146666666666667
YLR258W,YLR221C,0.386,0.404,0.154,0.3146666666666667
YLR258W,YLR223C,0.402,0.449,0.159,0.33666666666666667
YLR258W,YLR223C,0.402,0.449,0.159,0.33666666666666667
YLR258W,YLR224W,0.447,0.627,0.208,0.42733333333333334
YLR258W,YLR224W,0.447,0.627,0.208,0.42733333333333334
YLR258W,YLR226W,0.359,0.623,0.506,0.496
YLR258W,YLR226W,0.359,0.623,0.506,0.496
YLR258W,YLR227C,0.257,0.391,0.279,0.309
YLR258W,YLR227C,0.257,0.391,0.279,0.309
YLR258W,YLR229C,0.262,0.611,0.307,0.3933333333333333
YLR258W,YLR229C,0.262,0.611,0.307,0.3933333333333333
YLR258W,YLR230W,0.387,0.338,0.222,0.3156666666666667
YLR258W,YLR230W,0.387,0.338,0.222,0.3156666666666667
YLR258W,YLR167W,0.334,0.469,0.256,0.353
YLR258W,YLR167W,0.334,0.469,0.256,0.353
YLR258W,YLR168C,0.369,0.504,0.233,0.3686666666666667
YLR258W,YLR168C,0.369,0.504,0.233,0.3686666666666667
YLR258W,YLR191W,0.239,0.468,0.401,0.36933333333333335
YLR258W,YLR191W,0.239,0.468,0.401,0.36933333333333335
YLR258W,YLR192C,0.332,0.735,0.184,0.417
YLR258W,YLR192C,0.332,0.735,0.184,0.417
YLR258W,YLR193C,0.338,0.504,0.421,0.42100000000000004
YLR258W,YLR193C,0.338,0.504,0.421,0.42100000000000004
YLR258W,YLR196W,0.368,0.449,0.139,0.31866666666666665
YLR258W,YLR196W,0.368,0.449,0.139,0.31866666666666665
YLR258W,YLR197W,0.359,0.449,0.139,0.3156666666666667
YLR258W,YLR197W,0.359,0.449,0.139,0.3156666666666667
YLR258W,YLR198C,0.448,0.449,0.172,0.35633333333333334
YLR258W,YLR198C,0.448,0.449,0.172,0.35633333333333334
YLR258W,YLR199C,0.321,0.618,0.365,0.4346666666666667
YLR258W,YLR199C,0.321,0.618,0.365,0.4346666666666667
YLR258W,YLR200W,0.288,0.333,0.223,0.2813333333333333
YLR258W,YLR200W,0.288,0.333,0.223,0.2813333333333333
YLR258W,YLR203C,0.35,0.377,0.258,0.3283333333333333
YLR258W,YLR203C,0.35,0.377,0.258,0.3283333333333333
YLR258W,YLR206W,0.227,0.703,0.222,0.38399999999999995
YLR258W,YLR206W,0.227,0.703,0.222,0.38399999999999995
YLR258W,YLR207W,0.273,0.481,0.344,0.36599999999999994
YLR258W,YLR207W,0.273,0.481,0.344,0.36599999999999994
YLR258W,YLR208W,0.278,0.409,0.274,0.32033333333333336
YLR258W,YLR208W,0.278,0.409,0.274,0.32033333333333336
YLR258W,YLR170C,0.145,0.63,0.231,0.3353333333333333
YLR258W,YLR170C,0.145,0.63,0.231,0.3353333333333333
YLR258W,YLR174W,0.536,0.703,0.465,0.568
YLR258W,YLR174W,0.536,0.703,0.465,0.568
YLR258W,YLR175W,0.366,0.449,0.142,0.319
YLR258W,YLR175W,0.366,0.449,0.142,0.319
YLR258W,YLR176C,0.393,0.334,0.3,0.3423333333333334
YLR258W,YLR176C,0.393,0.334,0.3,0.3423333333333334
YLR258W,YLR178C,0.383,0.317,0.266,0.322
YLR258W,YLR178C,0.383,0.317,0.266,0.322
YLR258W,YLR179C,0.413,0.469,0.34,0.4073333333333333
YLR258W,YLR179C,0.413,0.469,0.34,0.4073333333333333
YLR258W,YLR180W,0.491,0.618,0.59,0.5663333333333332
YLR258W,YLR180W,0.491,0.618,0.59,0.5663333333333332
YLR258W,YLR181C,0.266,0.481,0.171,0.306
YLR258W,YLR181C,0.266,0.481,0.171,0.306
YLR258W,YLR182W,0.327,0.623,0.163,0.371
YLR258W,YLR182W,0.327,0.623,0.163,0.371
YLR258W,YLR183C,0.35,0.612,0.3,0.4206666666666667
YLR258W,YLR183C,0.35,0.612,0.3,0.4206666666666667
YLR258W,YLR185W,0.345,0.469,0.264,0.3593333333333333
YLR258W,YLR185W,0.345,0.469,0.264,0.3593333333333333
YLR258W,YLR186W,0.292,0.404,0.285,0.32699999999999996
YLR258W,YLR186W,0.292,0.404,0.285,0.32699999999999996
YLR258W,YLR188W,0.195,0.703,0.24,0.3793333333333333
YLR258W,YLR188W,0.195,0.703,0.24,0.3793333333333333
YLR258W,YLR141W,0.395,0.406,0.174,0.325
YLR258W,YLR141W,0.395,0.406,0.174,0.325
YLR258W,YLR144C,0.448,0.398,0.691,0.5123333333333333
YLR258W,YLR144C,0.448,0.398,0.691,0.5123333333333333
YLR258W,YLR145W,0.406,0.5,0.331,0.4123333333333334
YLR258W,YLR145W,0.406,0.5,0.331,0.4123333333333334
YLR258W,YLR147C,0.293,0.735,0.135,0.38766666666666666
YLR258W,YLR147C,0.293,0.735,0.135,0.38766666666666666
YLR258W,YLR148W,0.23,0.703,0.262,0.39833333333333326
YLR258W,YLR148W,0.23,0.703,0.262,0.39833333333333326
YLR258W,YLR150W,0.282,0.703,0.209,0.39799999999999996
YLR258W,YLR150W,0.282,0.703,0.209,0.39799999999999996
YLR258W,YLR151C,0.477,0.458,0.44,0.4583333333333333
YLR258W,YLR151C,0.477,0.458,0.44,0.4583333333333333
YLR258W,YLR163C,0.391,0.523,0.446,0.45333333333333337
YLR258W,YLR163C,0.391,0.523,0.446,0.45333333333333337
YLR258W,YLR164W,0.482,0.504,0.452,0.47933333333333333
YLR258W,YLR164W,0.482,0.504,0.452,0.47933333333333333
YLR258W,YLR119W,0.232,0.618,0.212,0.35400000000000004
YLR258W,YLR119W,0.232,0.618,0.212,0.35400000000000004
YLR258W,YLR120C,0.357,0.412,0.361,0.37666666666666665
YLR258W,YLR120C,0.357,0.412,0.361,0.37666666666666665
YLR258W,YLR128W,0.467,0.749,0.45,0.5553333333333333
YLR258W,YLR128W,0.467,0.749,0.45,0.5553333333333333
YLR258W,YLR129W,0.283,0.449,0.188,0.30666666666666664
YLR258W,YLR129W,0.283,0.449,0.188,0.30666666666666664
YLR258W,YLR130C,0.169,0.703,0.126,0.33266666666666667
YLR258W,YLR130C,0.169,0.703,0.126,0.33266666666666667
YLR258W,YLR131C,0.314,0.334,0.248,0.2986666666666667
YLR258W,YLR131C,0.314,0.334,0.248,0.2986666666666667
YLR258W,YLR132C,0.377,0.504,0.23,0.37033333333333335
YLR258W,YLR132C,0.377,0.504,0.23,0.37033333333333335
YLR258W,YLR135W,0.398,0.612,0.37,0.45999999999999996
YLR258W,YLR135W,0.398,0.612,0.37,0.45999999999999996
YLR258W,YLR166C,0.204,0.703,0.218,0.375
YLR258W,YLR166C,0.204,0.703,0.218,0.375
YLR258W,YLR253W,0.357,0.469,0.567,0.46433333333333326
YLR258W,YLR253W,0.357,0.469,0.567,0.46433333333333326
YLR258W,YLR254C,0.22,0.703,0.223,0.38199999999999995
YLR258W,YLR254C,0.22,0.703,0.223,0.38199999999999995
YLR258W,YLR258W,1,1,1,1
YLR258W,YLR258W,1,1,1,1
YLR258W,YLR259C,0.25,0.703,0.274,0.409
YLR258W,YLR259C,0.25,0.703,0.274,0.409
YLR258W,YLR260W,0.502,0.703,0.695,0.6333333333333333
YLR258W,YLR260W,0.502,0.703,0.695,0.6333333333333333
YLR258W,YLR284C,0.431,0.468,0.624,0.5076666666666667
YLR258W,YLR284C,0.431,0.468,0.624,0.5076666666666667
YLR258W,YLR286C,0.392,0.412,0.542,0.4486666666666667
YLR258W,YLR286C,0.392,0.412,0.542,0.4486666666666667
YLR258W,YLR288C,0.386,0.409,0.272,0.35566666666666663
YLR258W,YLR288C,0.386,0.409,0.272,0.35566666666666663
YLR258W,YLR289W,0.428,0.703,0.211,0.44733333333333336
YLR258W,YLR289W,0.428,0.703,0.211,0.44733333333333336
YLR258W,YLR291C,0.37,0.735,0.292,0.4656666666666667
YLR258W,YLR291C,0.37,0.735,0.292,0.4656666666666667
YLR258W,YLR292C,0.228,0.445,0.185,0.28600000000000003
YLR258W,YLR292C,0.228,0.445,0.185,0.28600000000000003
YLR258W,YLR293C,0.185,0.334,0.268,0.26233333333333336
YLR258W,YLR293C,0.185,0.334,0.268,0.26233333333333336
YLR258W,YLR294C,0.354,0.377,0.177,0.30266666666666664
YLR258W,YLR294C,0.354,0.377,0.177,0.30266666666666664
YLR259C,YLR259C,1,1,1,1
YLR259C,YLR259C,1,1,1,1
YLR259C,YLR260W,0.21,0.657,0.272,0.37966666666666665
YLR259C,YLR260W,0.21,0.657,0.272,0.37966666666666665
YLR259C,YLR284C,0.2,0.594,0.298,0.36400000000000005
YLR259C,YLR284C,0.2,0.594,0.298,0.36400000000000005
YLR259C,YLR286C,0.393,0.47,0.329,0.3973333333333333
YLR259C,YLR286C,0.393,0.47,0.329,0.3973333333333333
YLR259C,YLR288C,0.412,0.66,0.583,0.5516666666666666
YLR259C,YLR288C,0.412,0.66,0.583,0.5516666666666666
YLR259C,YLR289W,0.209,0.768,0.327,0.4346666666666667
YLR259C,YLR289W,0.209,0.768,0.327,0.4346666666666667
YLR259C,YLR291C,0.433,0.667,0.532,0.544
YLR259C,YLR291C,0.433,0.667,0.532,0.544
YLR259C,YLR292C,0.462,0.648,0.51,0.54
YLR259C,YLR292C,0.462,0.648,0.51,0.54
YLR259C,YLR293C,0.516,0.625,0.527,0.556
YLR259C,YLR293C,0.516,0.625,0.527,0.556
YLR259C,YLR294C,0.412,0.711,0.183,0.43533333333333335
YLR259C,YLR294C,0.412,0.711,0.183,0.43533333333333335
YLR259C,YLR233C,0.427,0.643,0.448,0.506
YLR259C,YLR233C,0.427,0.643,0.448,0.506
YLR259C,YLR234W,0.421,0.663,0.592,0.5586666666666668
YLR259C,YLR234W,0.421,0.663,0.592,0.5586666666666668
YLR259C,YLR262C,0.549,0.677,0.63,0.6186666666666666
